,Market_Segment,Vertical_Market,Region,Net_Price,buys_both
431,COMMERCIAL,Manufacturing,GEO_2,5.171589782000001,1
432,PUBLIC SECTOR,Government,GEO_3,5.167517645666667,1
433,COMMERCIAL,Energy/Utilities,GEO_1,5.166432993500001,0
434,COMMERCIAL,Professional Services,GEO_2,5.166302955000001,1
435,COMMERCIAL,Financial Services,GEO_1,5.165367687,0
436,COMMERCIAL,Manufacturing,GEO_2,5.1643059704,1
437,SERVICE PROVIDER,Service Provider,GEO_1,5.164169892,0
438,PUBLIC SECTOR,Financial Services,GEO_1,5.1636654685,0
439,SERVICE PROVIDER,Service Provider,GEO_1,5.163112024,0
440,COMMERCIAL,Professional Services,GEO_1,5.163015842,0
441,COMMERCIAL,Professional Services,GEO_2,5.1620995175,1
442,PUBLIC SECTOR,Education- Public/Private,GEO_1,5.161817381,0
443,PUBLIC SECTOR,Education- Public/Private,GEO_2,5.161683116,0
444,COMMERCIAL,Professional Services,GEO_2,5.153907854666667,0
445,COMMERCIAL,Professional Services,GEO_2,5.153712348,0
446,COMMERCIAL,Unknown,GEO_2,5.153712348,0
447,PUBLIC SECTOR,Government,GEO_2,5.153359766333334,0
448,COMMERCIAL,Financial Services,GEO_2,5.152109236,0
449,PUBLIC SECTOR,Education- Public/Private,GEO_2,5.151945469,0
450,PUBLIC SECTOR,Government,GEO_2,5.1507938504999995,0
451,COMMERCIAL,WholeSale/Distribution,GEO_1,5.150743045,0
452,ENTERPRISE,Technical Services,GEO_3,5.150681924,0
453,PUBLIC SECTOR,Government,GEO_2,5.150438434,0
454,PUBLIC SECTOR,Education- Public/Private,GEO_2,5.15004805,0
455,COMMERCIAL,Financial Services,GEO_2,5.1457748096666664,1
456,PUBLIC SECTOR,Education- Public/Private,GEO_2,5.145305593,0
457,PUBLIC SECTOR,Transportation,GEO_2,5.144134480666667,0
458,COMMERCIAL,Financial Services,GEO_2,5.143896737,0
459,COMMERCIAL,Professional Services,GEO_2,5.143707425666666,1
460,ENTERPRISE,Professional Services,GEO_1,5.142019784,0
461,COMMERCIAL,Financial Services,GEO_3,5.14160206,0
462,PUBLIC SECTOR,Health Care,GEO_3,5.139604444,0
463,PUBLIC SECTOR,Education- Public/Private,GEO_2,5.1379766705,0
464,COMMERCIAL,Health Care,GEO_2,5.13693735925,0
465,ENTERPRISE,Manufacturing,GEO_2,5.135158605,0
466,ENTERPRISE,Manufacturing,GEO_3,5.133103797,0
467,ENTERPRISE,Manufacturing,GEO_2,5.132502766333333,1
468,COMMERCIAL,Unknown,GEO_2,5.132235056,0
469,PUBLIC SECTOR,Education- Public/Private,GEO_1,5.131351198,0
470,SERVICE PROVIDER,Government,GEO_1,5.131256989,0
471,COMMERCIAL,Unknown,GEO_1,5.131128627,0
472,PUBLIC SECTOR,Professional Services,GEO_1,5.1303479339999996,0
473,COMMERCIAL,Professional Services,GEO_2,5.12997659,0
474,ENTERPRISE,Financial Services,GEO_3,5.127713469,0
475,COMMERCIAL,Health Care,GEO_2,5.12616217,0
476,COMMERCIAL,Professional Services,GEO_2,5.125694686,0
477,COMMERCIAL,Financial Services,GEO_1,5.124666681,0
478,ENTERPRISE,WholeSale/Distribution,GEO_3,5.1243611285,0
479,PUBLIC SECTOR,Transportation,GEO_1,5.123686523,0
480,COMMERCIAL,Professional Services,GEO_1,5.122311553,0
481,PUBLIC SECTOR,Health Care,GEO_1,5.122034466,0
482,ENTERPRISE,Manufacturing,GEO_1,5.121635728,0
483,ENTERPRISE,Manufacturing,GEO_1,5.120950041,0
484,PUBLIC SECTOR,Government,GEO_2,5.120760247,0
485,SERVICE PROVIDER,Service Provider,GEO_1,5.119981323,0
486,PUBLIC SECTOR,Education- Public/Private,GEO_2,5.119348681,0
487,ENTERPRISE,Manufacturing,GEO_2,5.118692686,0
488,PUBLIC SECTOR,Government,GEO_2,5.118610461,0
489,SMB,Energy/Utilities,GEO_2,5.118002445,0
490,SERVICE PROVIDER,Financial Services,GEO_2,5.115364344,0
491,COMMERCIAL,Government,GEO_1,5.112521111666666,0
492,SMB,Health Care,GEO_2,5.1114517070000005,1
493,PUBLIC SECTOR,Government,GEO_3,5.1107902935,0
494,SMB,Unknown,GEO_2,5.110416722,0
495,COMMERCIAL,Financial Services,GEO_1,5.108502621,0
496,COMMERCIAL,Financial Services,GEO_2,5.108229691,0
497,ENTERPRISE,Professional Services,GEO_1,5.107994022,0
498,COMMERCIAL,Retail,GEO_1,5.107699298,1
499,PUBLIC SECTOR,Government,GEO_2,5.107681208,0
500,SMB,WholeSale/Distribution,GEO_2,5.106772417333333,1
501,PUBLIC SECTOR,Education- Public/Private,GEO_2,5.1047071385,0
502,COMMERCIAL,Energy/Utilities,GEO_1,5.104482273,0
503,COMMERCIAL,Professional Services,GEO_2,5.104259803,1
504,COMMERCIAL,WholeSale/Distribution,GEO_1,5.104157795,0
505,PUBLIC SECTOR,Education- Public/Private,GEO_2,5.10386777,0
506,ENTERPRISE,Technical Services,GEO_1,5.1036627906,1
507,PUBLIC SECTOR,Government,GEO_1,5.102433593,0
508,PUBLIC SECTOR,Education- Public/Private,GEO_2,5.1019032399999995,0
509,COMMERCIAL,Health Care,GEO_2,5.100770070499999,0
510,PUBLIC SECTOR,Government,GEO_1,5.097501278,0
511,COMMERCIAL,Professional Services,GEO_2,5.097481496333334,1
512,COMMERCIAL,Professional Services,GEO_2,5.0970800765,1
513,ENTERPRISE,Government,GEO_1,5.0940666178,0
514,COMMERCIAL,Retail,GEO_2,5.091651769,0
515,COMMERCIAL,Manufacturing,GEO_2,5.089583974,0
516,PUBLIC SECTOR,Government,GEO_3,5.088793391666667,0
517,PUBLIC SECTOR,Education- Public/Private,GEO_2,5.088087561,0
518,SMB,Financial Services,GEO_2,5.08730369,0
519,PUBLIC SECTOR,Government,GEO_2,5.086899663,0
520,ENTERPRISE,Manufacturing,GEO_1,5.084354571,0
521,COMMERCIAL,Manufacturing,GEO_1,5.083802588,0
522,PUBLIC SECTOR,Government,GEO_2,5.083026039,0
523,SERVICE PROVIDER,Retail,GEO_2,5.083020839,1
524,SERVICE PROVIDER,Service Provider,GEO_2,5.0823655290000005,0
525,PUBLIC SECTOR,Education- Public/Private,GEO_2,5.082158338,0
526,COMMERCIAL,Professional Services,GEO_1,5.081505292,0
527,ENTERPRISE,Professional Services,GEO_1,5.081351465,0
528,COMMERCIAL,Health Care,GEO_2,5.0809652445,0
529,SMB,Education- Public/Private,GEO_2,5.079993388,0
530,COMMERCIAL,Retail,GEO_1,5.079739280666667,0
531,SMB,Professional Services,GEO_2,5.078896211,0
532,COMMERCIAL,Professional Services,GEO_2,5.078847291,0
533,ENTERPRISE,Manufacturing,GEO_3,5.076962962750001,0
534,COMMERCIAL,Government,GEO_3,5.076282056,0
535,SMB,Technical Services,GEO_2,5.076106057,0
536,SMB,Professional Services,GEO_2,5.075803754333333,1
537,SMB,Unknown,GEO_2,5.074511083,0
538,PUBLIC SECTOR,Government,GEO_2,5.074464606166667,0
539,PUBLIC SECTOR,Education- Public/Private,GEO_2,5.07436074575,0
540,COMMERCIAL,Manufacturing,GEO_2,5.071882608666667,0
541,PUBLIC SECTOR,Technical Services,GEO_1,5.071672283,0
542,PUBLIC SECTOR,Education- Public/Private,GEO_3,5.071481030499999,0
543,COMMERCIAL,Manufacturing,GEO_1,5.070896658,0
544,PUBLIC SECTOR,Education- Public/Private,GEO_2,5.070353979,0
545,PUBLIC SECTOR,Government,GEO_1,5.0699193211999996,0
546,COMMERCIAL,Financial Services,GEO_1,5.069570189,0
547,PUBLIC SECTOR,Education- Public/Private,GEO_2,5.069214468,0
548,COMMERCIAL,Retail,GEO_2,5.0684925285,1
549,COMMERCIAL,Technical Services,GEO_1,5.067315,0
550,COMMERCIAL,WholeSale/Distribution,GEO_2,5.065709988,1
551,COMMERCIAL,Professional Services,GEO_2,5.06559773,0
552,COMMERCIAL,Manufacturing,GEO_1,5.065063896,0
553,PUBLIC SECTOR,Education- Public/Private,GEO_2,5.0646703936,0
554,PUBLIC SECTOR,Government,GEO_2,5.06328701325,0
555,COMMERCIAL,WholeSale/Distribution,GEO_3,5.062444229,0
556,COMMERCIAL,Energy/Utilities,GEO_2,5.061121296,0
557,PUBLIC SECTOR,Professional Services,GEO_2,5.060799748,0
558,ENTERPRISE,Manufacturing,GEO_2,5.0602298496666664,1
559,COMMERCIAL,Retail,GEO_2,5.058936079,0
560,PUBLIC SECTOR,Government,GEO_1,5.058268174,0
561,ENTERPRISE,Manufacturing,GEO_2,5.0579921245,1
562,COMMERCIAL,Retail,GEO_2,5.0579444255,0
563,COMMERCIAL,WholeSale/Distribution,GEO_2,5.0573842036666665,1
564,COMMERCIAL,WholeSale/Distribution,GEO_2,5.0572159258,1
565,COMMERCIAL,Retail,GEO_2,5.057099872,0
566,COMMERCIAL,Financial Services,GEO_1,5.056004522,0
567,SERVICE PROVIDER,Service Provider,GEO_3,5.0540314120000005,0
568,COMMERCIAL,Financial Services,GEO_1,5.053854912,0
569,COMMERCIAL,Professional Services,GEO_2,5.0521736375,1
570,PUBLIC SECTOR,Government,GEO_1,5.0521360285,0
571,ENTERPRISE,Financial Services,GEO_1,5.0507901352,1
572,PUBLIC SECTOR,Energy/Utilities,GEO_2,5.049841698,0
573,COMMERCIAL,Financial Services,GEO_1,5.049741594,1
574,COMMERCIAL,Professional Services,GEO_1,5.049550005875,1
575,COMMERCIAL,Financial Services,GEO_2,5.048904357,0
576,ENTERPRISE,Manufacturing,GEO_2,5.04844749,0
577,SMB,WholeSale/Distribution,GEO_3,5.047560937,0
578,PUBLIC SECTOR,Government,GEO_2,5.047515438,0
579,PUBLIC SECTOR,Government,GEO_1,5.0472512819999995,0
580,PUBLIC SECTOR,Education- Public/Private,GEO_1,5.046973703,0
581,PUBLIC SECTOR,Professional Services,GEO_2,5.0465046,0
582,ENTERPRISE,Professional Services,GEO_1,5.046294503666666,1
583,COMMERCIAL,Financial Services,GEO_2,5.045262814,0
584,SERVICE PROVIDER,Media/Entertainment,GEO_2,5.045226378,1
585,COMMERCIAL,Professional Services,GEO_2,5.044631151666667,0
586,COMMERCIAL,Professional Services,GEO_3,5.044314074,0
587,COMMERCIAL,Professional Services,GEO_2,5.04341033425,1
588,COMMERCIAL,Professional Services,GEO_1,5.04332078675,1
589,PUBLIC SECTOR,Education- Public/Private,GEO_2,5.043244533,0
590,PUBLIC SECTOR,Transportation,GEO_2,5.043244533,0
591,COMMERCIAL,Technical Services,GEO_1,5.042394218,0
592,COMMERCIAL,Retail,GEO_3,5.042310121,0
593,COMMERCIAL,Unknown,GEO_1,5.041890259333333,1
594,ENTERPRISE,Manufacturing,GEO_2,5.0382061151999995,1
595,PUBLIC SECTOR,Government,GEO_1,5.037997185,0
596,COMMERCIAL,Retail,GEO_2,5.036711742,0
597,PUBLIC SECTOR,Government,GEO_1,5.0356668115000005,0
598,COMMERCIAL,Energy/Utilities,GEO_2,5.035581901,0
599,PUBLIC SECTOR,Transportation,GEO_1,5.035301250666667,0
600,PUBLIC SECTOR,Unknown,GEO_1,5.035253697,0
601,PUBLIC SECTOR,Education- Public/Private,GEO_2,5.035207418000001,0
602,SERVICE PROVIDER,Service Provider,GEO_1,5.035181672,0
603,COMMERCIAL,Manufacturing,GEO_1,5.034506646500001,1
604,PUBLIC SECTOR,Government,GEO_2,5.034222957,0
605,COMMERCIAL,Professional Services,GEO_1,5.031540717,0
606,PUBLIC SECTOR,Government,GEO_2,5.031216427,0
607,COMMERCIAL,Technical Services,GEO_2,5.029847172,0
608,COMMERCIAL,Technical Services,GEO_2,5.029123861,0
609,ENTERPRISE,Unknown,GEO_1,5.0270190045,1
610,SMB,Retail,GEO_2,5.0267356925,1
611,ENTERPRISE,Government,GEO_3,5.024871133,0
612,PUBLIC SECTOR,Education- Public/Private,GEO_2,5.0248089794999995,0
613,COMMERCIAL,Unknown,GEO_3,5.024136439499999,0
614,ENTERPRISE,Financial Services,GEO_1,5.0239294435,0
615,COMMERCIAL,Retail,GEO_2,5.023374789,0
616,COMMERCIAL,Professional Services,GEO_2,5.023329279,0
617,ENTERPRISE,Unknown,GEO_1,5.023139298,0
618,COMMERCIAL,Retail,GEO_1,5.021374043,1
619,COMMERCIAL,Retail,GEO_1,5.021015632999999,1
620,COMMERCIAL,Professional Services,GEO_2,5.019757559,0
621,PUBLIC SECTOR,Government,GEO_1,5.019055747,0
622,COMMERCIAL,Professional Services,GEO_2,5.018977617,0
623,PUBLIC SECTOR,Health Care,GEO_2,5.01848062,0
624,ENTERPRISE,Retail,GEO_2,5.01810214925,0
625,ENTERPRISE,Manufacturing,GEO_2,5.018047879,0
626,ENTERPRISE,Financial Services,GEO_1,5.017250181666667,0
627,SERVICE PROVIDER,Technical Services,GEO_2,5.017066414,0
628,SMB,Technical Services,GEO_1,5.017027041,0
629,COMMERCIAL,Financial Services,GEO_2,5.016710681499999,0
630,PUBLIC SECTOR,Education- Public/Private,GEO_2,5.015624215,0
631,SMB,Technical Services,GEO_2,5.014766836,0
632,COMMERCIAL,Unknown,GEO_2,5.0147034665,0
633,PUBLIC SECTOR,Government,GEO_2,5.014616884,0
634,SERVICE PROVIDER,Manufacturing,GEO_2,5.013919325,0
635,COMMERCIAL,Media/Entertainment,GEO_2,5.01300435,0
636,COMMERCIAL,Manufacturing,GEO_2,5.012073638333334,1
637,PUBLIC SECTOR,Retail,GEO_2,5.01132094,1
638,COMMERCIAL,Manufacturing,GEO_3,5.011260846,0
639,PUBLIC SECTOR,Government,GEO_2,5.010737432,0
640,COMMERCIAL,Manufacturing,GEO_1,5.010356328,0
641,SMB,Manufacturing,GEO_2,5.01015139,0
642,COMMERCIAL,Manufacturing,GEO_3,5.009314911,0
643,PUBLIC SECTOR,Government,GEO_2,5.009165856,0
644,COMMERCIAL,Retail,GEO_1,5.007544596,0
645,PUBLIC SECTOR,Education- Public/Private,GEO_2,5.007021354,0
646,PUBLIC SECTOR,Government,GEO_2,5.006728063,0
647,PUBLIC SECTOR,Government,GEO_1,5.005319620454546,1
648,PUBLIC SECTOR,Health Care,GEO_1,5.0049518165,0
649,COMMERCIAL,Professional Services,GEO_2,5.0043877295999994,0
650,COMMERCIAL,Professional Services,GEO_1,5.004201292,0
651,COMMERCIAL,Health Care,GEO_2,5.003618225,0
652,ENTERPRISE,Financial Services,GEO_1,5.00356559,0
653,ENTERPRISE,Financial Services,GEO_1,5.0033036289999995,0
654,COMMERCIAL,Manufacturing,GEO_2,5.003200625,0
655,PUBLIC SECTOR,Health Care,GEO_1,5.003194511,0
656,COMMERCIAL,Manufacturing,GEO_1,5.002220887,0
657,COMMERCIAL,Financial Services,GEO_2,5.0011785226,0
658,COMMERCIAL,WholeSale/Distribution,GEO_2,5.001060411,0
659,ENTERPRISE,Financial Services,GEO_1,5.000875819,0
660,ENTERPRISE,Financial Services,GEO_2,5.000869284,0
661,ENTERPRISE,Financial Services,GEO_1,5.000700412,0
662,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.998081803,0
663,COMMERCIAL,Manufacturing,GEO_3,4.997411786,0
664,PUBLIC SECTOR,Government,GEO_1,4.994855219333334,0
665,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.993787764333334,0
666,SERVICE PROVIDER,Service Provider,GEO_2,4.991830517,1
667,COMMERCIAL,Financial Services,GEO_2,4.991733953333333,1
668,ENTERPRISE,Financial Services,GEO_1,4.991715451,0
669,PUBLIC SECTOR,Health Care,GEO_1,4.991295939,0
670,COMMERCIAL,Unknown,GEO_3,4.990300835,1
671,SERVICE PROVIDER,Technical Services,GEO_2,4.99012624,0
672,SMB,Health Care,GEO_2,4.988843368,0
673,COMMERCIAL,Unknown,GEO_2,4.988537854,0
674,ENTERPRISE,Financial Services,GEO_2,4.988504639,0
675,PUBLIC SECTOR,Government,GEO_2,4.98667311,0
676,ENTERPRISE,Financial Services,GEO_1,4.985826088333333,0
677,COMMERCIAL,Health Care,GEO_2,4.983325875,0
678,PUBLIC SECTOR,Health Care,GEO_1,4.982980662,0
679,PUBLIC SECTOR,Government,GEO_2,4.982185848,0
680,COMMERCIAL,Retail,GEO_1,4.981988314,0
681,ENTERPRISE,Unknown,GEO_1,4.980967609,0
682,SMB,Professional Services,GEO_2,4.980149914,0
683,COMMERCIAL,Health Care,GEO_2,4.980149914,0
684,ENTERPRISE,Health Care,GEO_2,4.979993647,0
685,SERVICE PROVIDER,Service Provider,GEO_2,4.978271616,0
686,COMMERCIAL,Technical Services,GEO_2,4.977943416,0
687,ENTERPRISE,Transportation,GEO_2,4.977676954333333,1
688,COMMERCIAL,Professional Services,GEO_2,4.9765612845,0
689,COMMERCIAL,Technical Services,GEO_1,4.976096309833333,0
690,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.975693331,0
691,COMMERCIAL,Manufacturing,GEO_2,4.975151341,0
692,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.974370518,0
693,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.9742338969999995,0
694,PUBLIC SECTOR,Government,GEO_2,4.973842536,0
695,COMMERCIAL,Professional Services,GEO_1,4.972574768,0
696,COMMERCIAL,Financial Services,GEO_1,4.971974819,0
697,COMMERCIAL,Financial Services,GEO_1,4.97195789,0
698,PUBLIC SECTOR,Government,GEO_2,4.9716754788,0
699,COMMERCIAL,Manufacturing,GEO_2,4.97121664,0
700,ENTERPRISE,Unknown,GEO_1,4.971058146,0
701,PUBLIC SECTOR,Professional Services,GEO_2,4.969743645,0
702,COMMERCIAL,Financial Services,GEO_1,4.969322163,0
703,COMMERCIAL,Financial Services,GEO_1,4.968245064666667,1
704,SERVICE PROVIDER,Technical Services,GEO_2,4.968117369,0
705,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.967948192,0
706,COMMERCIAL,Financial Services,GEO_2,4.967754998,0
707,COMMERCIAL,Manufacturing,GEO_2,4.9673428345,1
708,PUBLIC SECTOR,Government,GEO_2,4.964973491,0
709,COMMERCIAL,Professional Services,GEO_2,4.964400622,0
710,COMMERCIAL,Manufacturing,GEO_2,4.9639167875000005,1
711,COMMERCIAL,Manufacturing,GEO_2,4.963878744,0
712,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.96311079,0
713,COMMERCIAL,Manufacturing,GEO_2,4.963041659,0
714,COMMERCIAL,Professional Services,GEO_1,4.962922554333333,0
715,PUBLIC SECTOR,Professional Services,GEO_2,4.962888238,0
716,COMMERCIAL,Retail,GEO_2,4.96263182,0
717,COMMERCIAL,Professional Services,GEO_2,4.962440858,0
718,PUBLIC SECTOR,Education- Public/Private,GEO_1,4.960594579,0
719,PUBLIC SECTOR,Government,GEO_2,4.960507814421052,1
720,COMMERCIAL,Retail,GEO_2,4.959594301,0
721,PUBLIC SECTOR,Media/Entertainment,GEO_1,4.9593130379999995,0
722,PUBLIC SECTOR,Unknown,GEO_1,4.958685954,0
723,ENTERPRISE,Retail,GEO_2,4.9563863032,1
724,COMMERCIAL,Health Care,GEO_2,4.95637790175,0
725,PUBLIC SECTOR,Retail,GEO_2,4.956375064,0
726,COMMERCIAL,Professional Services,GEO_2,4.956375064,0
727,PUBLIC SECTOR,Professional Services,GEO_1,4.9559915285,0
728,SERVICE PROVIDER,Service Provider,GEO_3,4.955403563,0
729,PUBLIC SECTOR,Government,GEO_3,4.954908276499999,0
730,PUBLIC SECTOR,Government,GEO_2,4.954641239571429,0
731,ENTERPRISE,Technical Services,GEO_1,4.9541082365,0
732,COMMERCIAL,Health Care,GEO_2,4.953999220428571,1
733,SMB,Professional Services,GEO_2,4.953707107,0
734,ENTERPRISE,Financial Services,GEO_2,4.95303861,0
735,COMMERCIAL,Media/Entertainment,GEO_2,4.952768761333334,0
736,ENTERPRISE,Manufacturing,GEO_2,4.951944111,0
737,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.951062976,0
738,SERVICE PROVIDER,Technical Services,GEO_2,4.949855226,0
739,ENTERPRISE,Financial Services,GEO_3,4.9496711635,0
740,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.949533225,0
741,PUBLIC SECTOR,Technical Services,GEO_2,4.949218347,0
742,ENTERPRISE,Financial Services,GEO_1,4.947967309,0
743,PUBLIC SECTOR,Government,GEO_2,4.947935945,0
744,COMMERCIAL,Financial Services,GEO_1,4.947845638,0
745,COMMERCIAL,Financial Services,GEO_1,4.947758863,0
746,COMMERCIAL,Retail,GEO_2,4.947063599333333,0
747,ENTERPRISE,Retail,GEO_1,4.947054305533333,1
748,PUBLIC SECTOR,Professional Services,GEO_1,4.945624498,0
749,COMMERCIAL,Retail,GEO_2,4.945465236,1
750,PUBLIC SECTOR,Government,GEO_2,4.945375782,0
751,COMMERCIAL,Manufacturing,GEO_2,4.945375782,0
752,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.944260376,0
753,COMMERCIAL,Manufacturing,GEO_1,4.943837012,0
754,SERVICE PROVIDER,Service Provider,GEO_2,4.943673705666666,1
755,ENTERPRISE,Unknown,GEO_1,4.943012066,1
756,COMMERCIAL,Financial Services,GEO_3,4.942636278,0
757,PUBLIC SECTOR,Professional Services,GEO_1,4.94255011,0
758,SMB,Professional Services,GEO_2,4.9409393895000004,0
759,COMMERCIAL,Financial Services,GEO_2,4.9407102562,0
760,COMMERCIAL,WholeSale/Distribution,GEO_2,4.9405332983333325,1
761,PUBLIC SECTOR,Professional Services,GEO_1,4.940244825,0
762,COMMERCIAL,Retail,GEO_2,4.9399961365,1
763,PUBLIC SECTOR,Manufacturing,GEO_2,4.939804298,0
764,COMMERCIAL,Technical Services,GEO_2,4.939064031,0
765,COMMERCIAL,Energy/Utilities,GEO_2,4.938770128666667,0
766,ENTERPRISE,Financial Services,GEO_1,4.938579937,0
767,COMMERCIAL,Professional Services,GEO_2,4.937836885666667,0
768,COMMERCIAL,Retail,GEO_1,4.937726056,1
769,SMB,Professional Services,GEO_2,4.936333363999999,1
770,PUBLIC SECTOR,Government,GEO_2,4.935696935499999,0
771,COMMERCIAL,Health Care,GEO_2,4.935646112,0
772,COMMERCIAL,Media/Entertainment,GEO_2,4.934482703777778,1
773,SERVICE PROVIDER,Technical Services,GEO_2,4.933417039,0
774,COMMERCIAL,Retail,GEO_2,4.933268303999999,0
775,COMMERCIAL,Manufacturing,GEO_1,4.933136882,0
776,COMMERCIAL,Technical Services,GEO_2,4.933123927666666,0
777,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.932202423750001,0
778,PUBLIC SECTOR,Government,GEO_3,4.9315656795,0
779,PUBLIC SECTOR,Government,GEO_2,4.931018419,1
780,PUBLIC SECTOR,Government,GEO_2,4.9301694264,1
781,COMMERCIAL,Technical Services,GEO_3,4.930126989,0
782,ENTERPRISE,Financial Services,GEO_2,4.9299804326666665,0
783,COMMERCIAL,Financial Services,GEO_1,4.929654005,0
784,COMMERCIAL,Health Care,GEO_2,4.928512426499999,0
785,COMMERCIAL,Financial Services,GEO_2,4.928336226,0
786,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.928336226,0
787,PUBLIC SECTOR,Government,GEO_2,4.928047136,0
788,COMMERCIAL,Professional Services,GEO_2,4.92794152,0
789,PUBLIC SECTOR,Government,GEO_2,4.9265690913333335,1
790,COMMERCIAL,Retail,GEO_2,4.926025522571429,1
791,ENTERPRISE,Financial Services,GEO_1,4.926007592,0
792,COMMERCIAL,Financial Services,GEO_1,4.925819887,0
793,SERVICE PROVIDER,Service Provider,GEO_2,4.9241245,0
794,ENTERPRISE,Energy/Utilities,GEO_2,4.9240283,0
795,PUBLIC SECTOR,Government,GEO_3,4.9235605284999995,0
796,COMMERCIAL,Retail,GEO_2,4.923118513,1
797,PUBLIC SECTOR,Government,GEO_1,4.922701509,0
798,COMMERCIAL,Financial Services,GEO_2,4.9221836515,1
799,ENTERPRISE,Government,GEO_3,4.921321187,1
800,PUBLIC SECTOR,Government,GEO_1,4.920534873,0
801,PUBLIC SECTOR,Health Care,GEO_1,4.917876375,0
802,COMMERCIAL,Financial Services,GEO_2,4.917778042,0
803,PUBLIC SECTOR,Government,GEO_1,4.9174494656,0
804,COMMERCIAL,Manufacturing,GEO_1,4.917237182,0
805,COMMERCIAL,Unknown,GEO_3,4.916787844,0
806,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.915656359,0
807,PUBLIC SECTOR,Unknown,GEO_1,4.9148306045,1
808,SMB,Unknown,GEO_2,4.914577625,0
809,COMMERCIAL,WholeSale/Distribution,GEO_2,4.913548408,1
810,PUBLIC SECTOR,Technical Services,GEO_1,4.913016413,0
811,COMMERCIAL,Education- Public/Private,GEO_2,4.911939617,0
812,PUBLIC SECTOR,Government,GEO_2,4.911672174,0
813,COMMERCIAL,Unknown,GEO_3,4.911451409,0
814,COMMERCIAL,WholeSale/Distribution,GEO_1,4.911439244666667,0
815,SERVICE PROVIDER,Service Provider,GEO_1,4.910471987999999,0
816,COMMERCIAL,Manufacturing,GEO_3,4.9102320693333334,0
817,COMMERCIAL,Professional Services,GEO_2,4.9096885948,1
818,PUBLIC SECTOR,Transportation,GEO_2,4.909088513,0
819,COMMERCIAL,Professional Services,GEO_1,4.906993456,0
820,ENTERPRISE,Energy/Utilities,GEO_1,4.9063811390000005,0
821,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.906297391,0
822,ENTERPRISE,Unknown,GEO_3,4.905946577,0
823,PUBLIC SECTOR,Government,GEO_2,4.905199386,0
824,COMMERCIAL,Professional Services,GEO_2,4.904422759,0
825,PUBLIC SECTOR,Government,GEO_2,4.904115322,0
826,COMMERCIAL,Professional Services,GEO_1,4.9027131,0
827,PUBLIC SECTOR,Government,GEO_2,4.901967063,0
828,PUBLIC SECTOR,Government,GEO_1,4.901893331,0
829,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.901440119,0
830,COMMERCIAL,Professional Services,GEO_1,4.900640957,0
831,PUBLIC SECTOR,Financial Services,GEO_2,4.90023453625,0
832,SERVICE PROVIDER,Service Provider,GEO_2,4.89836152,0
833,SMB,Transportation,GEO_2,4.897352968333333,1
834,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.896145612,0
835,PUBLIC SECTOR,Unknown,GEO_2,4.8959422565,0
836,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.895767682,0
837,PUBLIC SECTOR,Government,GEO_3,4.894808914,0
838,SMB,Technical Services,GEO_1,4.894724402,0
